,city,year,weekofyear,week_start_date,ndvi_ne,ndvi_nw,ndvi_se,ndvi_sw,reanalysis_precip_amt_kg_per_m2,reanalysis_relative_humidity_percent,reanalysis_sat_precip_amt_mm,reanalysis_specific_humidity_g_per_kg,station_avg_temp_c,station_diur_temp_rng_c,station_max_temp_c,station_min_temp_c,station_precip_mm,reanalysis_air_temp_c,reanalysis_avg_temp_c,reanalysis_dew_point_temp_c,reanalysis_max_air_temp_c,reanalysis_min_air_temp_c,reanalysis_tdtr_c,bucket_ne,bucket_nw,bucket_sw,bucket_se,station_avg_temp_1_c,station_avg_temp_2_c,station_avg_temp_3_c,station_avg_temp_4_c,station_precip_1_mm,station_precip_2_mm,station_precip_3_mm,station_precip_4_mm,reanalysis_sat_precip_amt_1_mm,reanalysis_sat_precip_amt_2_mm,reanalysis_sat_precip_amt_3_mm,reanalysis_sat_precip_amt_4_mm,d_station_avg_temp_1_c,d_station_avg_temp_2_c,d_station_avg_temp_3_c,d_station_avg_temp_4_c,d_station_precip_1_mm,d_station_precip_2_mm,d_station_precip_3_mm,d_station_precip_4_mm,d_reanalysis_sat_precip_amt_1_mm,d_reanalysis_sat_precip_amt_2_mm,d_reanalysis_sat_precip_amt_3_mm,d_reanalysis_sat_precip_amt_4_mm
53,sj,2009,23,2009-06-04,-0.0021,0.0656,0.1694714,0.1681,5.22,78.30857,19.06,17.007143,27.757143,5.8,33.3,23.3,44.7,26.594294,26.6,22.457148,28.749994,24.149988,-270.33572,1.0,1.0,2.0,2.0,27.614286,26.257143,26.585714,26.257143,46.7,44.2,23.4,13.7,92.89,28.6,34.87,8.25,-0.1428566,-1.5,-1.1714287,-1.5,2.0,-0.5,-21.3,-31.0,73.83,9.540001,15.809999,-10.809999
54,sj,2009,24,2009-06-11,-0.0021,0.0713,0.08968571,0.0782,23.83,79.27143,34.18,17.038572,27.814285,6.457143,32.2,23.9,78.7,26.409998,26.378565,22.505701,28.35,24.749994,-270.52142,1.0,1.0,1.0,1.0,27.757143,27.614286,26.257143,26.585714,44.7,46.7,44.2,23.4,19.06,92.89,28.6,34.87,-0.057142258,-0.19999886,-1.5571423,-1.2285709,-34.0,-32.0,-34.5,-55.3,-15.120001,58.71,-5.58,0.6899986
55,sj,2009,25,2009-06-18,0.03945,0.035,0.1112143,0.1364286,8.61,79.72143,55.21,17.54143,28.057142,6.285714,32.8,24.4,80.1,26.801416,26.807154,22.98144,28.550013,25.249994,-270.69287,1.0,1.0,2.0,2.0,27.814285,27.757143,27.614286,26.257143,78.7,44.7,46.7,44.2,34.18,19.06,92.89,28.6,-0.24285698,-0.29999924,-0.44285583,-1.7999992,-1.4,-35.4,-33.4,-35.9,-21.029999,-36.15,37.68,-26.609999
56,sj,2009,26,2009-06-25,0.02156667,0.01685,0.18475,0.2024143,9.6,76.37,38.8,17.11,28.657143,6.9857144,33.3,24.4,40.0,27.091425,27.078577,22.538568,29.249994,25.050013,-270.23572,1.0,1.0,2.0,2.0,28.057142,27.814285,27.757143,27.614286,80.1,78.7,44.7,46.7,55.21,34.18,19.06,92.89,-0.6000004,-0.84285736,-0.8999996,-1.0428562,40.1,38.7,4.7,6.7,16.41,-4.619999,-19.74,54.09
57,sj,2009,27,2009-07-02,-0.0798,0.00745,0.2403333,0.2286,4.0,77.32143,19.38,17.677143,29.785715,6.6571426,33.9,26.1,0.0,27.47143,27.442865,23.095728,29.550013,24.550013,-269.39285,1.0,1.0,2.0,2.0,28.657143,28.057142,27.814285,27.757143,40.0,80.1,78.7,44.7,38.8,55.21,34.18,19.06,-1.1285725,-1.7285728,-1.9714298,-2.028572,40.0,80.1,78.7,44.7,19.42,35.83,14.800001,-0.3199997
58,sj,2009,28,2009-07-09,0.02915,0.1117333,0.1795286,0.1759714,11.49,76.91857,40.29,17.855715,29.12857,6.571429,33.9,23.9,50.0,27.719995,27.778559,23.279993,29.649988,25.649988,-270.32144,1.0,2.0,2.0,2.0,29.785715,28.657143,28.057142,27.814285,0.0,40.0,80.1,78.7,19.38,38.8,55.21,34.18,0.65714455,-0.47142792,-1.0714283,-1.3142853,-50.0,-10.0,30.1,28.7,-20.910002,-1.4900017,14.919998,-6.1100006
59,sj,2009,29,2009-07-16,0.0501,0.069,0.2032333,0.2080429,15.43,79.18285,5.22,18.212856,29.357143,5.3428574,32.8,26.1,12.7,27.567133,27.671442,23.602869,29.450006,25.550013,-270.27856,1.0,1.0,2.0,2.0,29.12857,29.785715,28.657143,28.057142,50.0,0.0,40.0,80.1,40.29,19.38,38.8,55.21,-0.22857285,0.4285717,-0.70000076,-1.3000011,37.3,-12.7,27.3,67.4,35.07,14.16,33.579998,49.989998
60,sj,2009,30,2009-07-23,0.0067,0.05496667,0.1936286,0.1653857,27.4,79.58428,8.15,18.33,29.328571,5.957143,32.8,24.4,28.2,27.608576,27.692865,23.727137,29.450006,25.649988,-270.32144,1.0,1.0,2.0,2.0,29.357143,29.12857,29.785715,28.657143,12.7,50.0,0.0,40.0,5.22,40.29,19.38,38.8,0.028572083,-0.20000076,0.45714378,-0.6714287,-15.5,21.8,-28.2,11.8,-2.9299998,32.14,11.23,30.65
61,sj,2009,31,2009-07-30,0.0838,0.1409333,0.1300714,0.1130571,26.64,78.73,26.35,18.278572,29.37143,6.1857142,32.8,23.9,61.5,27.715723,27.72143,23.662867,29.450006,25.85,-270.49286,1.0,2.0,2.0,2.0,29.328571,29.357143,29.12857,29.785715,28.2,12.7,50.0,0.0,8.15,5.22,40.29,19.38,-0.042858124,-0.014286041,-0.24285889,0.41428566,-33.3,-48.8,-11.5,-61.5,-18.2,-21.130001,13.940001,-6.970001
62,sj,2009,32,2009-08-06,-0.002,-0.035525,0.2497143,0.1535429,20.01,77.57286,6.73,17.974285,29.314285,5.5571427,32.8,25.6,9.4,27.679987,27.757135,23.382868,29.249994,26.249994,-270.79285,1.0,1.0,2.0,2.0,29.37143,29.328571,29.357143,29.12857,61.5,28.2,12.7,50.0,26.35,8.15,5.22,40.29,0.057144165,0.014286041,0.042858124,-0.18571472,52.1,18.8,3.3,40.6,19.62,1.4199996,-1.5100002,33.56
63,sj,2009,33,2009-08-13,0.0323,0.04776667,0.1554143,0.1342714,21.5,77.83572,16.15,18.131428,28.814285,6.3285713,33.3,25.0,36.1,27.774286,27.821436,23.531427,29.35,25.749994,-270.80713,1.0,1.0,2.0,2.0,29.314285,29.37143,29.328571,29.357143,9.4,61.5,28.2,12.7,6.73,26.35,8.15,5.22,0.5,0.55714417,0.51428604,0.5428581,-26.7,25.4,-7.9,-23.4,-9.42,10.200001,-8.0,-10.93
64,sj,2009,34,2009-08-20,0.0323,0.02,0.1940333,0.2151857,49.1,79.18285,90.59,18.252857,28.914286,5.785714,32.8,25.6,86.7,27.570002,27.635706,23.614283,29.149988,25.950006,-270.69287,1.0,1.0,2.0,2.0,28.814285,29.314285,29.37143,29.328571,36.1,9.4,61.5,28.2,16.15,6.73,26.35,8.15,-0.10000038,0.39999962,0.45714378,0.41428566,-50.6,-77.3,-25.2,-58.5,-74.439995,-83.85999,-64.24,-82.439995
65,sj,2009,35,2009-08-27,0.0323,-0.0002333333,0.2517,0.2129143,32.72,79.7,15.02,18.571428,29.471428,5.2285714,33.9,26.7,11.3,27.727137,27.792871,23.86001,30.550013,25.249994,-270.26428,1.0,1.0,2.0,2.0,28.914286,28.814285,29.314285,29.37143,86.7,36.1,9.4,61.5,90.59,16.15,6.73,26.35,-0.55714226,-0.65714264,-0.15714264,-0.099998474,75.4,24.8,-1.9,50.2,75.56999,1.1299992,-8.290001,11.33
66,sj,2009,36,2009-09-03,-0.01276667,0.0009,0.1799,0.1595143,8.1,76.54429,9.63,18.044285,29.528572,7.071429,35.0,24.4,76.3,27.95144,28.064295,23.404291,30.550013,25.950006,-270.32144,1.0,1.0,2.0,2.0,29.471428,28.914286,28.814285,29.314285,11.3,86.7,36.1,9.4,15.02,90.59,16.15,6.73,-0.057144165,-0.6142864,-0.7142868,-0.2142868,-65.0,10.4,-40.2,-66.9,5.3900003,80.96,6.5199995,-2.9
67,sj,2009,37,2009-09-10,0.0595,0.08106,0.1314286,0.09584286,49.2,80.325714,30.56,18.411428,28.642857,5.0285716,31.7,23.3,21.4,27.47143,27.557154,23.75857,29.749994,25.149988,-270.65,1.0,1.0,1.0,2.0,29.528572,29.471428,28.914286,28.814285,76.3,11.3,86.7,36.1,9.63,15.02,90.59,16.15,0.8857155,0.8285713,0.27142906,0.17142868,54.9,-10.1,65.3,14.7,-20.93,-15.539999,60.03,-14.41
68,sj,2009,38,2009-09-17,0.0879,0.07886667,0.08078571,0.07994286,10.0,77.85429,9.52,18.075714,29.2,6.3428574,34.4,25.0,104.7,27.692865,27.700006,23.438562,30.050013,25.35,-269.79285,1.0,1.0,1.0,1.0,28.642857,29.528572,29.471428,28.914286,21.4,76.3,11.3,86.7,30.56,9.63,15.02,90.59,-0.55714417,0.32857132,0.27142715,-0.2857151,-83.3,-28.4,-93.4,-18.0,21.039999,0.10999966,5.5,81.06999
69,sj,2009,39,2009-09-24,-0.06316667,0.058325,0.1537143,0.1367429,23.52,77.218575,53.19,17.865715,28.642857,6.542857,34.4,23.9,35.8,27.622858,27.65713,23.255701,29.550013,25.649988,-270.16428,1.0,1.0,2.0,2.0,29.2,28.642857,29.528572,29.471428,104.7,21.4,76.3,11.3,9.52,30.56,9.63,15.02,0.55714417,0.0,0.8857155,0.8285713,68.9,-14.4,40.5,-24.5,-43.67,-22.63,-43.559998,-38.17
70,sj,2009,40,2009-10-01,-0.06316667,0.006025,0.1571,0.1427429,15.4,78.55143,43.31,18.581429,29.357143,5.785714,33.3,25.6,1.6,27.994287,28.071436,23.902857,30.550013,25.950006,-270.1357,1.0,1.0,2.0,2.0,28.642857,29.2,28.642857,29.528572,35.8,104.7,21.4,76.3,53.19,9.52,30.56,9.63,-0.7142868,-0.15714264,-0.7142868,0.17142868,34.2,103.1,19.8,74.7,9.879997,-33.79,-12.750002,-33.68
71,sj,2009,41,2009-10-08,0.3461,0.04855,0.1787667,0.2105,28.47,77.76714,60.94,18.61143,29.72857,6.1,33.3,26.1,7.4,28.195704,28.22857,23.941431,30.450006,26.249994,-270.5643,2.0,1.0,2.0,2.0,29.357143,28.642857,29.2,28.642857,1.6,35.8,104.7,21.4,43.31,53.19,9.52,30.56,-0.37142754,-1.0857143,-0.5285702,-1.0857143,-5.8,28.4,97.3,14.0,-17.629997,-7.75,-51.42,-30.38
72,sj,2009,42,2009-10-15,0.19475,0.135325,0.2547429,0.2541143,40.1,79.91572,20.01,18.778572,29.542856,5.385714,33.3,25.6,29.5,27.895716,28.050013,24.078577,30.35,26.050013,-270.26428,2.0,2.0,2.0,2.0,29.72857,29.357143,28.642857,29.2,7.4,1.6,35.8,104.7,60.94,43.31,53.19,9.52,0.18571472,-0.18571281,-0.8999996,-0.34285545,-22.1,-27.9,6.3,75.2,40.93,23.300001,33.18,-10.49
73,sj,2009,43,2009-10-22,-0.07906667,-0.12845,0.2722429,0.2278143,18.7,79.31286,5.52,18.424286,28.985714,6.3428574,33.3,24.4,18.6,27.681421,27.835718,23.749994,29.950006,25.85,-270.60715,1.0,0.0,2.0,2.0,29.542856,29.72857,29.357143,28.642857,29.5,7.4,1.6,35.8,20.01,60.94,43.31,53.19,0.55714226,0.742857,0.37142944,-0.34285736,10.9,-11.2,-17.0,17.2,14.49,55.42,37.79,47.67
74,sj,2009,44,2009-10-29,-0.07906667,-6.666667e-05,0.2418571,0.2270429,15.38,75.44714,10.07,17.46857,29.1,6.5,33.9,25.0,2.1,27.607141,27.649988,22.845728,29.450006,25.450006,-270.26428,1.0,1.0,2.0,2.0,28.985714,29.542856,29.72857,29.357143,18.6,29.5,7.4,1.6,5.52,20.01,60.94,43.31,-0.11428642,0.44285583,0.62857056,0.25714302,16.5,27.4,5.3,-0.5,-4.5499997,9.940001,50.87,33.24
75,sj,2009,45,2009-11-05,-0.07906667,-0.1572,0.1306714,0.1443857,9.11,75.03571,12.01,17.027143,28.27143,5.714286,32.2,25.0,36.0,27.257135,27.264277,22.421442,29.149988,25.450006,-270.32144,1.0,0.0,2.0,2.0,29.1,28.985714,29.542856,29.72857,2.1,18.6,29.5,7.4,10.07,5.52,20.01,60.94,0.8285713,0.7142849,1.2714272,1.4571419,-33.9,-17.4,-6.5,-28.6,-1.9400005,-6.4900002,8.0,48.93
76,sj,2009,46,2009-11-12,-0.07906667,-0.206,0.2320833,0.1026857,37.29,77.66572,51.55,17.402857,27.4,5.428571,30.6,22.8,121.1,27.054285,26.985712,22.804285,28.749994,25.050013,-270.76428,1.0,0.0,2.0,2.0,28.27143,29.1,28.985714,29.542856,36.0,2.1,18.6,29.5,12.01,10.07,5.52,20.01,0.87142944,1.7000008,1.5857143,2.1428566,-85.1,-119.0,-102.5,-91.6,-39.54,-41.48,-46.03,-31.539999
77,sj,2009,47,2009-11-19,0.0291,-0.03568,0.1349833,0.1323,19.1,79.05428,94.13,17.65,27.72857,6.9,32.8,23.9,97.3,26.954279,27.1643,22.985712,30.149988,24.450006,-269.97858,1.0,1.0,2.0,2.0,27.4,28.27143,29.1,28.985714,121.1,36.0,2.1,18.6,51.55,12.01,10.07,5.52,-0.32857132,0.5428581,1.3714294,1.257143,23.8,-61.3,-95.2,-78.7,-42.579998,-82.119995,-84.06,-88.61
78,sj,2009,48,2009-11-26,-0.0033,-0.03568,0.2258857,0.1390429,12.5,81.13286,41.17,17.942858,27.3,6.214286,32.8,23.3,68.7,26.838587,26.985712,23.294275,28.749994,24.550013,-270.22144,1.0,1.0,2.0,2.0,27.72857,27.4,28.27143,29.1,97.3,121.1,36.0,2.1,94.13,51.55,12.01,10.07,0.4285717,0.10000038,0.9714298,1.8000011,28.6,52.4,-32.7,-66.6,52.96,10.380001,-29.159998,-31.099998
79,sj,2009,49,2009-12-03,0.17255,0.1421,0.2154571,0.2151571,1.42,75.78429,3.27,16.792856,26.857143,6.2,30.6,23.3,20.1,26.888575,26.999994,22.237146,28.85,24.85,-270.50714,2.0,2.0,2.0,2.0,27.3,27.72857,27.4,28.27143,68.7,97.3,121.1,36.0,41.17,94.13,51.55,12.01,0.44285583,0.87142754,0.5428562,1.4142857,48.6,77.2,101.0,15.9,37.899998,90.86,48.28,8.74
80,sj,2009,50,2009-12-10,-0.0192,-0.04448,0.1941167,0.1522,11.5,75.99,0.0,16.81,27.12857,5.9142857,30.6,23.3,12.0,26.875727,27.071436,22.262873,28.649988,25.35,-270.99286,1.0,1.0,2.0,2.0,26.857143,27.3,27.72857,27.4,20.1,68.7,97.3,121.1,3.27,41.17,94.13,51.55,-0.27142715,0.17142868,0.6000004,0.27142906,8.1,56.7,85.3,109.1,3.27,41.17,94.13,51.55
81,sj,2009,51,2009-12-17,0.3517,0.17815,0.2365571,0.2147286,17.9,77.19143,1.88,16.735714,26.685715,5.785714,30.6,22.2,28.4,26.568567,26.6643,22.230005,28.249994,25.149988,-271.0643,2.0,2.0,2.0,2.0,27.12857,26.857143,27.3,27.72857,12.0,20.1,68.7,97.3,0.0,3.27,41.17,94.13,0.44285583,0.17142868,0.6142845,1.0428562,-16.4,-8.3,40.3,68.9,-1.88,1.39,39.289997,92.25
82,sj,2009,52,2009-12-24,-0.07163333,-0.0481,0.172225,0.1085875,3.0,75.351425,0.0,16.12143,26.714285,6.042857,31.7,22.8,1.8,26.298578,26.40713,21.55285,28.35,24.249994,-270.49286,1.0,1.0,2.0,2.0,26.685715,27.12857,26.857143,27.3,28.4,12.0,20.1,68.7,1.88,0.0,3.27,41.17,-0.028570175,0.41428566,0.1428585,0.58571434,26.6,10.2,18.3,66.9,1.88,0.0,3.27,41.17
83,sj,2010,53,2010-01-01,-0.07163333,-0.0481,0.172225,0.1085875,3.0,75.351425,0.0,16.12143,26.714285,6.042857,31.7,22.8,1.8,26.298578,26.40713,21.55285,28.35,24.249994,-270.49286,1.0,1.0,2.0,2.0,26.714285,26.685715,27.12857,26.857143,1.8,28.4,12.0,20.1,0.0,1.88,0.0,3.27,0.0,-0.028570175,0.41428566,0.1428585,0.0,26.6,10.2,18.3,0.0,1.88,0.0,3.27
84,sj,2010,1,2010-01-08,0.332,0.0412,0.2023833,0.1897,17.76,79.32429,0.0,16.151428,26.457144,6.5857143,31.7,21.7,0.3,25.510004,25.678583,21.62713,28.550013,23.450006,-270.23572,2.0,1.0,2.0,2.0,26.714285,26.714285,26.685715,27.12857,1.8,1.8,28.4,12.0,0.0,0.0,1.88,0.0,0.2571411,0.2571411,0.22857094,0.6714268,1.5,1.5,28.1,11.7,0.0,0.0,1.88,0.0
85,sj,2010,2,2010-01-15,0.0227,0.0227,0.1767714,0.1582143,16.97,78.64571,6.24,15.784286,25.614286,7.071429,31.7,20.6,48.6,25.30285,25.514277,21.249994,28.450006,23.35,-270.10715,1.0,1.0,2.0,2.0,26.457144,26.714285,26.714285,26.685715,0.3,1.8,1.8,28.4,0.0,0.0,0.0,1.88,0.84285736,1.0999985,1.0999985,1.0714283,-48.3,-46.8,-46.8,-20.2,-6.24,-6.24,-6.24,-4.3599997
86,sj,2010,3,2010-01-22,0.2409,0.11044,0.1177714,0.1079,56.9,85.538574,0.0,16.551428,25.085714,4.8428574,29.4,21.7,207.7,24.687128,24.807154,22.068567,27.35,23.149988,-271.12143,2.0,2.0,2.0,2.0,25.614286,26.457144,26.714285,26.714285,48.6,0.3,1.8,1.8,6.24,0.0,0.0,0.0,0.5285721,1.3714294,1.6285706,1.6285706,-159.1,-207.4,-205.9,-205.9,6.24,0.0,0.0,0.0
87,sj,2010,4,2010-01-29,0.0799,0.03605,0.2159429,0.1729714,7.77,80.38,8.69,16.277143,25.785715,5.542857,30.6,22.8,20.3,25.391443,25.492853,21.749994,27.950006,23.249994,-270.4357,1.0,1.0,2.0,2.0,25.085714,25.614286,26.457144,26.714285,207.7,48.6,0.3,1.8,0.0,6.24,0.0,0.0,-0.70000076,-0.17142868,0.6714287,0.9285698,187.4,28.3,-20.0,-18.5,-8.69,-2.4499998,-8.69,-8.69
88,sj,2010,5,2010-02-05,0.0375,0.0782,0.1250143,0.1347571,7.6,72.608574,0.0,14.362857,24.971428,6.7285714,28.9,20.0,5.2,25.040003,25.135706,19.737146,26.550013,23.450006,-271.12143,1.0,1.0,2.0,2.0,25.785715,25.085714,25.614286,26.457144,20.3,207.7,48.6,0.3,8.69,0.0,6.24,0.0,0.8142872,0.11428642,0.6428585,1.4857159,15.1,202.5,43.4,-4.9,8.69,0.0,6.24,0.0
89,sj,2010,6,2010-02-12,0.478,0.2132333,0.2625286,0.2623,0.3,72.52857,0.0,14.881429,26.314285,7.7,31.1,21.7,0.0,25.61001,25.807154,20.291437,28.550013,22.950006,-269.4357,3.0,2.0,2.0,2.0,24.971428,25.785715,25.085714,25.614286,5.2,20.3,207.7,48.6,0.0,8.69,0.0,6.24,-1.3428574,-0.5285702,-1.2285709,-0.69999886,5.2,20.3,207.7,48.6,0.0,8.69,0.0,6.24
90,sj,2010,7,2010-02-19,0.478,0.0286,0.13875,0.1762286,2.5,76.655716,0.0,15.797143,26.385714,7.5285716,31.1,21.7,1.8,25.687128,26.042871,21.244287,29.149988,23.450006,-269.16428,3.0,1.0,2.0,2.0,26.314285,24.971428,25.785715,25.085714,0.0,5.2,20.3,207.7,0.0,0.0,8.69,0.0,-0.0714283,-1.4142857,-0.5999985,-1.2999992,-1.8,3.4,18.5,205.9,0.0,0.0,8.69,0.0
91,sj,2010,8,2010-02-26,-0.02973333,-0.06515,0.09831667,0.08487143,30.3,78.02,20.28,15.84,26.757143,6.6,32.8,22.2,4.8,25.457148,25.564295,21.290003,28.85,23.450006,-270.4643,1.0,1.0,1.0,1.0,26.385714,26.314285,24.971428,25.785715,1.8,0.0,5.2,20.3,0.0,0.0,0.0,8.69,-0.37142944,-0.44285774,-1.7857151,-0.9714279,-3.0,-4.8,0.4,15.5,-20.28,-20.28,-20.28,-11.590001
92,sj,2010,9,2010-03-05,0.0479,0.00168,0.1630833,0.1480167,15.29,81.30572,0.0,17.257143,27.571428,6.7714286,33.9,22.8,20.6,26.148584,26.485712,22.661432,28.85,24.149988,-269.39285,1.0,1.0,2.0,2.0,26.757143,26.385714,26.314285,24.971428,4.8,1.8,0.0,5.2,20.28,0.0,0.0,0.0,-0.8142853,-1.1857147,-1.257143,-2.6000004,-15.8,-18.8,-20.6,-15.4,20.28,0.0,0.0,0.0
93,sj,2010,10,2010-03-12,0.0479,-0.0111,0.04485714,0.02208571,43.5,80.43285,0.0,16.022858,25.9,5.957143,33.3,20.0,43.0,25.068567,25.1,21.388575,29.050013,20.649988,-270.1357,1.0,1.0,1.0,1.0,27.571428,26.757143,26.385714,26.314285,20.6,4.8,1.8,0.0,0.0,20.28,0.0,0.0,1.6714287,0.8571434,0.48571396,0.41428566,-22.4,-38.2,-41.2,-43.0,0.0,20.28,0.0,0.0
94,sj,2010,11,2010-03-19,-0.101,-0.1214333,0.2296429,0.1776143,26.1,80.00857,0.0,15.907143,26.185715,6.5142856,33.3,21.1,35.1,25.01858,25.085718,21.292871,28.950006,21.85,-270.25,0.0,0.0,2.0,2.0,25.9,27.571428,26.757143,26.385714,43.0,20.6,4.8,1.8,0.0,0.0,20.28,0.0,-0.2857151,1.3857136,0.5714283,0.19999886,7.9,-14.5,-30.3,-33.3,0.0,0.0,20.28,0.0
95,sj,2010,12,2010-03-26,-0.008233333,-0.0748,0.2853714,0.1961,1.8,77.85714,6.92,17.107143,28.042856,8.028571,33.3,22.2,0.3,26.787134,26.985712,22.558558,29.749994,23.649988,-269.5643,1.0,1.0,2.0,2.0,26.185715,25.9,27.571428,26.757143,35.1,43.0,20.6,4.8,0.0,0.0,0.0,20.28,-1.8571415,-2.1428566,-0.47142792,-1.2857132,34.8,42.7,20.3,4.5,-6.92,-6.92,-6.92,13.360001
96,sj,2010,13,2010-04-02,-0.06055,0.00845,0.3026857,0.2249429,0.8,74.96571,0.0,16.35,27.557142,7.0142856,31.7,23.3,0.0,26.640009,26.935724,21.807154,28.749994,24.85,-270.0643,1.0,1.0,2.0,2.0,28.042856,26.185715,25.9,27.571428,0.3,35.1,43.0,20.6,6.92,0.0,0.0,0.0,0.48571396,-1.3714275,-1.6571426,0.014286041,0.3,35.1,43.0,20.6,6.92,0.0,0.0,0.0
97,sj,2010,14,2010-04-09,-0.073,-0.05613333,0.2341286,0.1856857,6.85,72.2,11.01,14.924286,26.77143,6.757143,33.9,22.2,0.0,25.651423,25.835718,20.209986,28.85,23.050013,-270.29285,1.0,1.0,2.0,2.0,27.557142,28.042856,26.185715,25.9,0.0,0.3,35.1,43.0,0.0,6.92,0.0,0.0,0.7857132,1.2714272,-0.58571434,-0.87142944,0.0,0.3,35.1,43.0,-11.01,-4.09,-11.01,-11.01
98,sj,2010,15,2010-04-16,0.0197,0.0132,0.1681286,0.1347571,12.3,74.15429,0.0,15.014286,26.185715,6.571429,30.0,21.1,17.6,25.391443,25.499994,20.42428,27.450006,22.950006,-270.47858,1.0,1.0,2.0,2.0,26.77143,27.557142,28.042856,26.185715,0.0,0.0,0.3,35.1,11.01,0.0,6.92,0.0,0.58571434,1.3714275,1.8571415,0.0,-17.6,-17.6,-17.3,17.5,11.01,0.0,6.92,0.0
99,sj,2010,16,2010-04-23,0.06955,0.0132,0.1177429,0.0991,48.3,80.63,28.28,16.467142,26.528572,5.8,32.2,22.8,48.4,25.47857,25.628565,21.857141,28.550013,23.950006,-270.59286,1.0,1.0,1.0,2.0,26.185715,26.77143,27.557142,28.042856,17.6,0.0,0.0,0.3,0.0,11.01,0.0,6.92,-0.34285736,0.24285698,1.0285702,1.5142841,-30.8,-48.4,-48.4,-48.1,-28.28,-17.27,-28.28,-21.36
100,sj,2010,17,2010-04-30,-0.2154,-0.04085,0.0683,0.05615714,30.9,83.18,43.33,18.075714,27.8,5.257143,32.8,23.3,21.9,26.512873,26.678583,23.408564,28.649988,25.050013,-270.60715,0.0,1.0,1.0,1.0,26.528572,26.185715,26.77143,27.557142,48.4,17.6,0.0,0.0,28.28,0.0,11.01,0.0,-1.2714272,-1.6142845,-1.0285702,-0.24285698,26.5,-4.3,-21.9,-21.9,-15.050001,-43.33,-32.32,-43.33
101,sj,2010,18,2010-05-07,0.00145,-0.0115,0.2146,0.2137857,24.08,79.692856,13.3,17.847143,28.528572,6.4,34.4,22.8,31.7,27.144281,27.214289,23.271418,29.950006,25.050013,-269.87857,1.0,1.0,2.0,2.0,27.8,26.528572,26.185715,26.77143,21.9,48.4,17.6,0.0,43.33,28.28,0.0,11.01,-0.72857285,-2.0,-2.3428574,-1.757143,-9.8,16.7,-14.1,-31.7,30.030003,14.9800005,-13.3,-2.29
102,sj,2010,19,2010-05-14,-0.02065,0.004166667,0.1366429,0.1660143,14.2,79.16857,19.1,16.99,27.0,5.6285715,30.6,23.3,83.3,26.352869,26.507135,22.401423,28.749994,24.550013,-270.72144,1.0,1.0,2.0,2.0,28.528572,27.8,26.528572,26.185715,31.7,21.9,48.4,17.6,13.3,43.33,28.28,0.0,1.5285721,0.79999924,-0.47142792,-0.8142853,-51.6,-61.4,-34.9,-65.7,-5.8,24.230001,9.18,-19.1
103,sj,2010,20,2010-05-21,0.0653,0.0993,0.1733143,0.1671429,41.5,81.35714,17.51,17.737143,27.87143,5.257143,31.1,24.4,85.3,26.641443,26.692865,23.1643,28.649988,25.450006,-270.95,1.0,1.0,2.0,2.0,27.0,28.528572,27.8,26.528572,83.3,31.7,21.9,48.4,19.1,13.3,43.33,28.28,-0.87142944,0.65714264,-0.07143021,-1.3428574,-2.0,-53.6,-63.4,-36.9,1.5900002,-4.21,25.820002,10.77
104,sj,2010,21,2010-05-28,0.1254,0.02483333,0.1619,0.2083571,15.6,79.402855,31.56,17.928572,28.214285,6.757143,32.8,23.9,61.5,27.1943,27.371424,23.301416,29.35,25.249994,-269.9357,2.0,1.0,2.0,2.0,27.87143,27.0,28.528572,27.8,85.3,83.3,31.7,21.9,17.51,19.1,13.3,43.33,-0.34285545,-1.2142849,0.3142872,-0.41428566,23.8,21.8,-29.8,-39.6,-14.049999,-12.459999,-18.259998,11.770002
105,sj,2010,22,2010-06-04,0.05803333,0.0776,0.08121667,0.1078571,174.8,85.34571,125.84,19.31,28.428572,5.7,32.8,25.0,56.2,27.212854,27.207148,24.511438,29.550013,25.050013,-270.75,1.0,1.0,2.0,1.0,28.214285,27.87143,27.0,28.528572,61.5,85.3,83.3,31.7,31.56,17.51,19.1,13.3,-0.2142868,-0.55714226,-1.4285717,0.10000038,5.3,29.1,27.1,-24.5,-94.28,-108.329994,-106.74,-112.53999
106,sj,2010,23,2010-06-11,-0.0351,-0.022475,0.15555,0.1512714,8.1,81.30286,62.16,18.952858,28.971428,5.8714285,33.3,25.0,17.7,27.788568,27.97857,24.244287,30.050013,26.050013,-270.0357,1.0,1.0,2.0,2.0,28.428572,28.214285,27.87143,27.0,56.2,61.5,85.3,83.3,125.84,31.56,17.51,19.1,-0.5428562,-0.757143,-1.0999985,-1.9714279,38.5,43.8,67.6,65.6,63.679996,-30.6,-44.65,-43.059998
107,sj,2010,24,2010-06-18,0.0371,0.072075,0.3342857,0.2732286,13.08,78.86429,18.94,18.484285,28.7,5.8142858,32.2,25.0,27.4,27.88,27.964289,23.838587,29.749994,26.149988,-270.49286,1.0,1.0,2.0,2.0,28.971428,28.428572,28.214285,27.87143,17.7,56.2,61.5,85.3,62.16,125.84,31.56,17.51,0.27142715,-0.27142906,-0.48571587,-0.8285713,-9.7,28.8,34.1,57.9,43.22,106.899994,12.619999,-1.4300003
